,TimeStamp,VIN,MFG_Date,EngineRPM,VehicleSpeed,FuelSystemStatus,EngineCoolantTemp,ShortTermFuelTrim,LongTermFuelTrim,IntakeAirTemperature,ThrottlePosition,OxygenSensor,RelativeThrottlePosition,AmbientAirTemperature,AbsoluteThrottlePosition,EngineLoad
0,2022-12-09 11:33:52.186497+00:00,MA3NFG81SNA103948,1-2022,4145.25,46.28519826,32040.0,20.0,-53.90625,-39.84375,14.0,36.86274509803922,0.34500000000000003,31.372549019607845,211.0,19.607843137254903,7.450980392156864
1,2022-12-09 11:33:53.186497+00:00,MA3NFG81SNA103948,1-2022,1259.25,14.06058402,8358.0,-11.0,-26.5625,-78.90625,108.0,18.43137254901961,0.42,33.72549019607843,-31.0,5.098039215686275,28.23529411764706
2,2022-12-09 11:33:54.186497+00:00,MA3NFG81SNA103948,1-2022,1181.25,13.1896485,285.0,184.0,83.59375,86.71875,73.0,24.31372549019608,1.2650000000000001,22.74509803921569,144.0,30.98039215686275,34.50980392156863
3,2022-12-09 11:33:55.186497+00:00,MA3NFG81SNA103948,1-2022,8058.25,89.97713017999999,21047.0,-7.0,66.40625,-57.8125,138.0,38.43137254901961,1.025,4.7058823529411775,85.0,5.882352941176471,19.215686274509807
4,2022-12-09 11:33:56.186497+00:00,MA3NFG81SNA103948,1-2022,6568.25,73.34002858,18314.0,190.0,41.40625,58.59375,172.0,33.72549019607843,1.24,32.54901960784314,157.0,12.549019607843139,34.90196078431373
5,2022-12-09 11:33:57.186497+00:00,MA3NFG81SNA103948,1-2022,6661.25,74.3784517,4748.0,184.0,-80.46875,-90.625,69.0,28.62745098039216,0.09,22.74509803921569,-34.0,2.3529411764705888,3.5294117647058827
6,2022-12-09 11:33:58.186497+00:00,MA3NFG81SNA103948,1-2022,6569.25,73.35119442,27820.0,140.0,-85.15625,59.375,73.0,4.7058823529411775,0.53,34.50980392156863,204.0,3.9215686274509807,23.921568627450984
7,2022-12-09 11:33:59.186497+00:00,MA3NFG81SNA103948,1-2022,7301.25,81.52458929999999,8841.0,115.0,-37.5,-53.125,49.0,34.50980392156863,0.71,14.50980392156863,195.0,0.7843137254901962,15.686274509803923
8,2022-12-09 11:34:00.186497+00:00,MA3NFG81SNA103948,1-2022,5277.25,58.924929139999996,27039.0,197.0,72.65625,62.5,165.0,25.098039215686278,0.6,30.588235294117652,-20.0,29.411764705882355,14.11764705882353
9,2022-12-09 11:34:01.186497+00:00,MA3NFG81SNA103948,1-2022,5305.25,59.237572660000005,22464.0,63.0,57.03125,-31.25,0.0,19.607843137254903,0.965,17.647058823529413,-30.0,19.607843137254903,13.333333333333336
10,2022-12-09 11:34:02.186497+00:00,MA3NFG81SNA103948,1-2022,9204.25,102.77318281999999,40662.0,33.0,-72.65625,82.03125,162.0,21.176470588235297,1.03,11.764705882352942,5.0,32.94117647058824,17.647058823529413
11,2022-12-09 11:34:03.186497+00:00,MA3NFG81SNA103948,1-2022,2200.25,24.56763946,35524.0,55.0,-71.09375,-90.625,195.0,16.862745098039216,0.21,2.7450980392156867,77.0,30.196078431372552,11.372549019607845
12,2022-12-09 11:34:04.186497+00:00,MA3NFG81SNA103948,1-2022,8838.25,98.68648538,53450.0,-25.0,78.90625,-71.09375,39.0,15.294117647058826,1.065,0.7843137254901962,-39.0,36.47058823529412,10.588235294117649
13,2022-12-09 11:34:05.186497+00:00,MA3NFG81SNA103948,1-2022,822.25,9.181111940000001,15209.0,61.0,30.46875,82.03125,15.0,10.980392156862747,0.42,38.43137254901961,114.0,34.117647058823536,32.156862745098046
14,2022-12-09 11:34:06.186497+00:00,MA3NFG81SNA103948,1-2022,9687.25,108.16628354,38111.0,-22.0,-73.4375,-71.09375,129.0,0.3921568627450981,1.235,21.568627450980394,186.0,38.82352941176471,31.764705882352946
15,2022-12-09 11:34:07.186497+00:00,MA3NFG81SNA103948,1-2022,8631.25,96.3751565,6115.0,91.0,93.75,95.3125,28.0,31.372549019607845,0.835,2.7450980392156867,209.0,9.803921568627452,37.254901960784316
16,2022-12-09 11:34:08.186497+00:00,MA3NFG81SNA103948,1-2022,1062.25,11.860913539999999,16182.0,-13.0,-64.0625,-22.65625,50.0,29.803921568627455,0.795,31.372549019607845,34.0,0.0,15.294117647058826
17,2022-12-09 11:34:09.186497+00:00,MA3NFG81SNA103948,1-2022,7377.25,82.37319314000001,10091.0,1.0,-77.34375,96.09375,116.0,3.5294117647058827,1.26,15.294117647058826,16.0,38.43137254901961,37.254901960784316
18,2022-12-09 11:34:10.186497+00:00,MA3NFG81SNA103948,1-2022,9144.25,102.10323242,23335.0,12.0,23.4375,71.09375,138.0,4.7058823529411775,0.735,0.7843137254901962,72.0,21.568627450980394,19.215686274509807
19,2022-12-09 11:34:11.186497+00:00,MA3NFG81SNA103948,1-2022,6132.25,68.47172234,18846.0,20.0,50.0,-70.3125,77.0,37.254901960784316,0.63,25.098039215686278,-17.0,14.50980392156863,19.215686274509807
20,2022-12-09 11:34:12.186497+00:00,MA3NFG81SNA103948,1-2022,1427.25,15.93644514,13011.0,162.0,33.59375,76.5625,32.0,20.7843137254902,0.785,35.294117647058826,201.0,0.0,37.254901960784316
21,2022-12-09 11:34:13.186497+00:00,MA3NFG81SNA103948,1-2022,2604.25,29.07863882,9473.0,36.0,-60.9375,-48.4375,32.0,0.0,0.435,30.588235294117652,184.0,29.803921568627455,6.274509803921569
22,2022-12-09 11:34:14.186497+00:00,MA3NFG81SNA103948,1-2022,5417.25,60.48814674,31867.0,179.0,50.0,-61.71875,202.0,9.803921568627452,1.1400000000000001,5.098039215686275,108.0,21.568627450980394,12.941176470588237
23,2022-12-09 11:34:15.186497+00:00,MA3NFG81SNA103948,1-2022,10313.25,115.15609938,24638.0,50.0,74.21875,37.5,159.0,0.7843137254901962,0.68,2.3529411764705888,175.0,31.764705882352946,31.764705882352946
24,2022-12-09 11:34:16.186497+00:00,MA3NFG81SNA103948,1-2022,5100.25,56.94857546000001,47229.0,88.0,-44.53125,-32.8125,26.0,36.86274509803922,1.16,12.941176470588237,-13.0,16.47058823529412,18.82352941176471
25,2022-12-09 11:34:17.186497+00:00,MA3NFG81SNA103948,1-2022,1193.25,13.32363858,34682.0,31.0,55.46875,-67.1875,124.0,12.15686274509804,0.59,5.4901960784313735,199.0,18.039215686274513,1.1764705882352944
26,2022-12-09 11:34:18.186497+00:00,MA3NFG81SNA103948,1-2022,5574.25,62.241183619999994,54271.0,-1.0,-71.09375,57.8125,93.0,29.01960784313726,0.42,23.921568627450984,-31.0,9.411764705882355,21.176470588235297
27,2022-12-09 11:34:19.186497+00:00,MA3NFG81SNA103948,1-2022,9341.25,104.30290289999999,18067.0,158.0,-32.03125,-35.9375,-27.0,15.686274509803923,0.765,11.372549019607845,214.0,33.72549019607843,2.7450980392156867
28,2022-12-09 11:34:20.186497+00:00,MA3NFG81SNA103948,1-2022,3072.25,34.30425194,61633.0,31.0,-82.8125,-93.75,46.0,34.117647058823536,0.265,16.078431372549023,208.0,14.50980392156863,3.9215686274509807
29,2022-12-09 11:34:21.186497+00:00,MA3NFG81SNA103948,1-2022,3769.25,42.08684242,15617.0,150.0,-75.78125,78.90625,108.0,32.156862745098046,0.98,20.3921568627451,77.0,21.568627450980394,6.666666666666668
30,2022-12-09 11:34:22.186497+00:00,MA3NFG81SNA103948,1-2022,10198.25,113.87202778,1007.0,3.0,40.625,-73.4375,30.0,38.82352941176471,0.75,24.70588235294118,63.0,3.5294117647058827,29.803921568627455
31,2022-12-09 11:34:23.186497+00:00,MA3NFG81SNA103948,1-2022,2217.25,24.75745874,761.0,72.0,82.03125,71.09375,-16.0,10.19607843137255,0.47500000000000003,1.5686274509803924,210.0,0.0,11.764705882352942
32,2022-12-09 11:34:24.186497+00:00,MA3NFG81SNA103948,1-2022,6392.25,71.37484074,17847.0,156.0,-49.21875,61.71875,116.0,29.803921568627455,0.775,33.333333333333336,22.0,0.7843137254901962,25.098039215686278
33,2022-12-09 11:34:25.186497+00:00,MA3NFG81SNA103948,1-2022,9167.25,102.36004674000002,60151.0,170.0,23.4375,-54.6875,208.0,27.843137254901965,1.26,10.980392156862747,68.0,6.666666666666668,24.31372549019608
34,2022-12-09 11:34:26.186497+00:00,MA3NFG81SNA103948,1-2022,2568.25,28.676668580000005,11824.0,90.0,-93.75,-49.21875,127.0,17.254901960784316,1.0,28.23529411764706,36.0,31.372549019607845,18.039215686274513
35,2022-12-09 11:34:27.186497+00:00,MA3NFG81SNA103948,1-2022,9483.25,105.88845217999999,31722.0,141.0,80.46875,-72.65625,142.0,38.82352941176471,1.035,6.666666666666668,75.0,32.54901960784314,10.588235294117649
36,2022-12-09 11:34:28.186497+00:00,MA3NFG81SNA103948,1-2022,5146.25,57.462204099999994,9784.0,90.0,-60.15625,91.40625,165.0,19.215686274509807,0.995,17.254901960784316,202.0,21.568627450980394,34.50980392156863
37,2022-12-09 11:34:29.186497+00:00,MA3NFG81SNA103948,1-2022,55.25,0.6169126599999999,20971.0,48.0,-85.9375,90.625,108.0,28.23529411764706,0.31,25.490196078431374,175.0,34.117647058823536,0.0
38,2022-12-09 11:34:30.186497+00:00,MA3NFG81SNA103948,1-2022,1868.25,20.86058058,27845.0,186.0,32.03125,-46.875,127.0,21.568627450980394,0.905,37.254901960784316,81.0,15.686274509803923,20.3921568627451
39,2022-12-09 11:34:31.186497+00:00,MA3NFG81SNA103948,1-2022,6010.25,67.10948986000001,47279.0,35.0,82.8125,-46.875,147.0,38.03921568627452,0.195,23.137254901960787,66.0,15.686274509803923,31.764705882352946
40,2022-12-09 11:34:32.186497+00:00,MA3NFG81SNA103948,1-2022,4650.25,51.92394746,34782.0,28.0,-57.8125,-100.0,178.0,6.666666666666668,0.38,18.43137254901961,-38.0,36.078431372549026,19.215686274509807
41,2022-12-09 11:34:33.186497+00:00,MA3NFG81SNA103948,1-2022,2375.25,26.521661459999997,20244.0,0.0,-43.75,31.25,176.0,16.47058823529412,1.195,29.803921568627455,192.0,28.23529411764706,12.941176470588237
42,2022-12-09 11:34:34.186497+00:00,MA3NFG81SNA103948,1-2022,414.25,4.62544922,64941.0,175.0,-25.0,-75.78125,78.0,30.196078431372552,0.6,34.50980392156863,174.0,26.66666666666667,7.450980392156864
43,2022-12-09 11:34:35.186497+00:00,MA3NFG81SNA103948,1-2022,4156.25,46.4080225,7664.0,79.0,50.78125,-24.21875,155.0,5.882352941176471,0.455,21.568627450980394,16.0,18.82352941176471,12.15686274509804
44,2022-12-09 11:34:36.186497+00:00,MA3NFG81SNA103948,1-2022,9843.25,109.90815457999999,30677.0,149.0,-53.90625,31.25,142.0,34.117647058823536,0.655,3.5294117647058827,-19.0,22.35294117647059,25.490196078431374
45,2022-12-09 11:34:37.186497+00:00,MA3NFG81SNA103948,1-2022,10485.25,117.07662386,44329.0,-37.0,-91.40625,-91.40625,151.0,34.50980392156863,1.2750000000000001,0.3921568627450981,-36.0,11.372549019607845,8.627450980392158
46,2022-12-09 11:34:38.186497+00:00,MA3NFG81SNA103948,1-2022,3627.25,40.501293139999994,12375.0,151.0,25.78125,-37.5,171.0,28.62745098039216,1.19,20.000000000000004,172.0,6.666666666666668,22.74509803921569
47,2022-12-09 11:34:39.186497+00:00,MA3NFG81SNA103948,1-2022,4461.25,49.813603699999994,11118.0,60.0,98.4375,-95.3125,34.0,38.03921568627452,0.495,32.54901960784314,168.0,10.980392156862747,28.23529411764706
48,2022-12-09 11:34:40.186497+00:00,MA3NFG81SNA103948,1-2022,10148.25,113.31373577999999,17570.0,74.0,25.78125,71.875,-17.0,27.450980392156865,0.595,39.21568627450981,168.0,21.176470588235297,8.627450980392158
49,2022-12-09 11:34:41.186497+00:00,MA3NFG81SNA103948,1-2022,8010.25,89.44116986,63382.0,176.0,-50.0,65.625,99.0,38.03921568627452,0.555,15.686274509803923,-4.0,20.000000000000004,37.254901960784316
50,2022-12-09 11:34:42.186497+00:00,MA3NFG81SNA103948,1-2022,6782.25,75.72951834,12680.0,39.0,53.125,-33.59375,107.0,9.019607843137257,0.585,22.74509803921569,186.0,16.078431372549023,23.137254901960787
51,2022-12-09 11:34:43.186497+00:00,MA3NFG81SNA103948,1-2022,2788.25,31.133153380000007,28068.0,174.0,-88.28125,-39.0625,49.0,32.54901960784314,0.155,20.3921568627451,198.0,20.000000000000004,2.3529411764705888
52,2022-12-09 11:34:44.186497+00:00,MA3NFG81SNA103948,1-2022,5331.25,59.5278845,42523.0,62.0,-85.15625,-39.84375,132.0,4.313725490196079,0.91,38.03921568627452,127.0,16.47058823529412,10.19607843137255
53,2022-12-09 11:34:45.186497+00:00,MA3NFG81SNA103948,1-2022,10017.25,111.85101074,61160.0,54.0,-57.8125,54.6875,5.0,8.627450980392158,0.105,26.27450980392157,56.0,32.94117647058824,27.843137254901965
54,2022-12-09 11:34:46.186497+00:00,MA3NFG81SNA103948,1-2022,5782.25,64.56367834000001,35282.0,87.0,39.0625,-37.5,-29.0,21.176470588235297,0.9400000000000001,25.490196078431374,37.0,1.9607843137254903,14.50980392156863
